'tain	tɛ̃
réadoubement	ʁeadubmɑ̃
réagissante	ʁeaʒisɑ̃t
réajuster	ʁeaʒyste
réalimenter	ʁealimɑ̃te
réalisateur	ʁealizatœʁ
réalisateurs	ʁealizatœʁ
réalisatrice	ʁealizatʁis
réalisatrices	ʁealizatʁis
réaliser	ʁealize
réalisme	ʁealizm
réaliste	ʁealist
réalité	ʁealite
réalités	ʁealite
réallouer	ʁealwe
réaménage	ʁeamenaʒ
réaménagea	ʁeamenaʒa
réaménageai	ʁeamenaʒe
réaménageaient	ʁeamenaʒɛ
réaménageais	ʁeamenaʒɛ
réaménageait	ʁeamenaʒɛ
réaménageant	ʁeamenaʒɑ̃
réaménageas	ʁeamenaʒɑ
réaménageasse	ʁeamenaʒas
réaménageassent	ʁeamenaʒas
réaménageasses	ʁeamenaʒas
réaménageassiez	ʁeamenaʒasje
réaménageassions	ʁeamenaʒasjɔ̃
réaménagent	ʁeamenaʒ
réaménageons	ʁeamenaʒɔ̃
réaménager	ʁeamenaʒe
réaménagera	ʁeamenaʒʁa
réaménagerai	ʁeamenaʒʁe
réaménageraient	ʁeamenaʒʁɛ
réaménagerais	ʁeamenaʒʁɛ
réaménagerait	ʁeamenaʒʁɛ
réaménageras	ʁeamenaʒʁɑ
réaménagerez	ʁeamenaʒʁe
réaménageriez	ʁeamenaʒəʁje
réaménagerions	ʁeamenaʒəʁjɔ̃
réaménagerons	ʁeamenaʒʁɔ̃
réaménageront	ʁeamenaʒʁɔ̃
réaménages	ʁeamenaʒ
réaménagez	ʁeamenaʒe
réaménageâmes	ʁeamenaʒɑm
réaménageât	ʁeamenaʒɑ
réaménageâtes	ʁeamenaʒɑt
réaménagiez	ʁeamenaʒje
réaménagions	ʁeamenaʒjɔ̃
réaménagèrent	ʁeamenaʒɛʁ
réaménagé	ʁeamenaʒe
réanimation	ʁeanimasjɔ̃
réapprendre	ʁeapʁɑ̃dʁ
réapprovisionner	ʁeapʁɔvizjɔne
réarma	ʁeaʁma
réarmai	ʁeaʁme
réarmaient	ʁeaʁmɛ
réarmais	ʁeaʁmɛ
réarmait	ʁeaʁmɛ
réarmant	ʁeaʁmɑ̃
réarmas	ʁeaʁmɑ
réarmasse	ʁeaʁmas
réarmassent	ʁeaʁmas
réarmasses	ʁeaʁmas
réarmassiez	ʁeaʁmasje
réarmassions	ʁeaʁmasjɔ̃
réarme	ʁeaʁm
réarment	ʁeaʁm
réarmer	ʁeaʁme
réarmera	ʁeaʁməʁa
réarmerai	ʁeaʁməʁe
réarmeraient	ʁeaʁməʁɛ
réarmerais	ʁeaʁməʁɛ
réarmerait	ʁeaʁməʁɛ
réarmeras	ʁeaʁməʁɑ
réarmerez	ʁeaʁməʁe
réarmeriez	ʁeaʁməʁje
réarmerions	ʁeaʁməʁjɔ̃
réarmerons	ʁeaʁməʁɔ̃
réarmeront	ʁeaʁməʁɔ̃
réarmes	ʁeaʁm
réarmez	ʁeaʁme
réarmiez	ʁeaʁmje
réarmions	ʁeaʁmjɔ̃
réarmons	ʁeaʁmɔ̃
réarmâmes	ʁeaʁmɑm
réarmât	ʁeaʁmɑ
réarmâtes	ʁeaʁmɑt
réarmèrent	ʁeaʁmɛʁ
réarmé	ʁeaʁme
réarranger	ʁeaʁɑ̃ʒe
réassortir	ʁeasɔʁtiʁ
rébecca	ʁebeka
rébellion	ʁebeljɔ̃
rébellion	ʁebɛljɔ̃
rébellions	ʁebɛljɔ̃
rébus	ʁeby
rébus	ʁebys
récalcitramment	ʁekalsitʁamɑ̃
récap	ʁekap
récapitulative	ʁekapitylativ
récemment	ʁesamɑ̃
récent	ʁesɑ̃
réception	ʁesɛpsjɔ̃
réceptionner	ʁesɛpsjɔne
réceptionniste	ʁesɛpsjɔnist
réceptivité	ʁesɛptivite
récessif	ʁesesif
réchapper	ʁeʃape
réchaud	ʁeʃo
réchauffement	ʁeʃofmɑ̃
réchauffer	ʁeʃofe
récif	ʁesif
récifal	ʁesifal
récipient	ʁesipjɑ̃
réciprocité	ʁesipʁɔsite
réciproque	ʁesipʁɔk
réciproquement	ʁesipʁɔkmɑ̃
récit	ʁesi
récital	ʁesital
récitation	ʁesitasjɔ̃
récitations	ʁesitasjɔ̃
réciter	ʁesite
réclamation	ʁeklamasjɔ̃
réclame	ʁeklam
réclamer	ʁeklame
récolte	ʁekɔlt
récolter	ʁekɔlte
récompense	ʁekɔ̃pɑ̃s
récompenser	ʁekɔ̃pɑ̃se
réconcilier	ʁekɔ̃silje
réconforter	ʁekɔ̃fɔʁte
récrimination	ʁekʁiminasjɔ̃
récriminer	ʁekʁimine
récré	ʁekʁe
récréatif	ʁekʁeatif
récréation	ʁekʁeasjɔ̃
récréer	ʁekʁee
récupération	ʁekypeʁasjɔ̃
récupérer	ʁekypeʁe
récura	ʁekyʁa
récurai	ʁekyʁe
récuraient	ʁekyʁɛ
récurais	ʁekyʁɛ
récurait	ʁekyʁɛ
récurant	ʁekyʁɑ̃
récuras	ʁekyʁɑ
récurasse	ʁekyʁas
récurassent	ʁekyʁas
récurasses	ʁekyʁas
récurassiez	ʁekyʁasje
récurassions	ʁekyʁasjɔ̃
récure	ʁekyʁ
récurent	ʁekyʁ
récurer	ʁekyʁe
récurera	ʁekyʁəʁa
récurerai	ʁekyʁəʁe
récureraient	ʁekyʁəʁɛ
récurerais	ʁekyʁəʁɛ
récurerait	ʁekyʁəʁɛ
récureras	ʁekyʁəʁɑ
récurerez	ʁekyʁəʁe
récureriez	ʁekyʁəʁje
récurerions	ʁekyʁəʁjɔ̃
récurerons	ʁekyʁəʁɔ̃
récureront	ʁekyʁəʁɔ̃
récures	ʁekyʁ
récurez	ʁekyʁe
récuriez	ʁekyʁje
récurions	ʁekyʁjɔ̃
récurons	ʁekyʁɔ̃
récurremment	ʁekyʁamɑ̃
récurrence	ʁekyʁɑ̃s
récurrences	ʁekyʁɑ̃s
récurrent	ʁekyʁɑ̃
récursif	ʁekyʁsif
récursive	ʁekyʁsiv
récursivement	ʁekyʁsivmɑ̃
récurâmes	ʁekyʁɑm
récurât	ʁekyʁɑ
récurâtes	ʁekyʁɑt
récurèrent	ʁekyʁɛʁ
récuré	ʁekyʁe
récépissé	ʁesepise
rédaction	ʁedaksjɔ̃
rédactrice	ʁedaktʁis
rédempteur	ʁedɑ̃ptœʁ
rédemption	ʁedɑ̃psjɔ̃
rédemptrice	ʁedɑ̃ptʁis
rédhibitoire	ʁedibitwaʁ
rédiger	ʁediʒe
rédimer	ʁedime
rédox	ʁedɔks
réduction	ʁedyksjɔ̃
réductionnisme	ʁedyksjɔnism
réduire	ʁedɥiʁ
réduit	ʁedɥi
réel	ʁeɛl
réelle	ʁeɛl
réellement	ʁeɛlmɑ̃
réelles	ʁeɛl
réels	ʁeɛl
réem	ʁeɛm
réembaucher	ʁeɑ̃boʃe
réemployer	ʁeɑ̃plwaje
réenchéri	ʁeɑ̃ʃeʁi
réenchérir	ʁeɑ̃ʃeʁiʁ
réenchérira	ʁeɑ̃ʃeʁiʁa
réenchérirai	ʁeɑ̃ʃeʁiʁe
réenchériraient	ʁeɑ̃ʃeʁiʁɛ
réenchérirais	ʁeɑ̃ʃeʁiʁɛ
réenchérirait	ʁeɑ̃ʃeʁiʁɛ
réenchériras	ʁeɑ̃ʃeʁiʁɑ
réenchérirent	ʁeɑ̃ʃeʁiʁ
réenchérirez	ʁeɑ̃ʃeʁiʁe
réenchéririez	ʁeɑ̃ʃeʁiʁje
réenchéririons	ʁeɑ̃ʃeʁiʁjɔ̃
réenchérirons	ʁeɑ̃ʃeʁiʁɔ̃
réenchériront	ʁeɑ̃ʃeʁiʁɔ̃
réenchéris	ʁeɑ̃ʃeʁi
réenchérissaient	ʁeɑ̃ʃeʁisɛ
réenchérissais	ʁeɑ̃ʃeʁisɛ
réenchérissait	ʁeɑ̃ʃeʁisɛ
réenchérissant	ʁeɑ̃ʃeʁisɑ̃
réenchérisse	ʁeɑ̃ʃeʁis
réenchérissent	ʁeɑ̃ʃeʁis
réenchérisses	ʁeɑ̃ʃeʁis
réenchérissez	ʁeɑ̃ʃeʁise
réenchérissiez	ʁeɑ̃ʃeʁisje
réenchérissions	ʁeɑ̃ʃeʁisjɔ̃
réenchérissons	ʁeɑ̃ʃeʁisɔ̃
réenchérit	ʁeɑ̃ʃeʁi
réenchérîmes	ʁeɑ̃ʃeʁim
réenchérît	ʁeɑ̃ʃeʁi
réenchérîtes	ʁeɑ̃ʃeʁit
réengageas	ʁeɑ̃ɡaʒɑ
réengazonner	ʁeɑ̃ɡazɔne
réentrant	ʁeɑ̃tʁɑ̃
réentrante	ʁeɑ̃tʁɑ̃t
réessayer	ʁeesɛje
réestimation	ʁeɛstimasjɔ̃
réexamina	ʁeɛɡzamina
réexaminai	ʁeɛɡzamine
réexaminaient	ʁeɛɡzaminɛ
réexaminais	ʁeɛɡzaminɛ
réexaminait	ʁeɛɡzaminɛ
réexaminant	ʁeɛɡzaminɑ̃
réexaminas	ʁeɛɡzaminɑ
réexaminasse	ʁeɛɡzaminas
réexaminassent	ʁeɛɡzaminas
réexaminasses	ʁeɛɡzaminas
réexaminassiez	ʁeɛɡzaminasje
réexaminassions	ʁeɛɡzaminasjɔ̃
réexamine	ʁeɛɡzamin
réexaminent	ʁeɛɡzamin
réexaminer	ʁeɛɡzamine
réexaminera	ʁeɛɡzaminʁa
réexaminerai	ʁeɛɡzaminʁe
réexamineraient	ʁeɛɡzaminʁɛ
réexaminerais	ʁeɛɡzaminʁɛ
réexaminerait	ʁeɛɡzaminʁɛ
réexamineras	ʁeɛɡzaminʁɑ
réexaminerez	ʁeɛɡzaminʁe
réexamineriez	ʁeɛɡzaminəʁje
réexaminerions	ʁeɛɡzaminəʁjɔ̃
réexaminerons	ʁeɛɡzaminʁɔ̃
réexamineront	ʁeɛɡzaminʁɔ̃
réexamines	ʁeɛɡzamin
réexaminez	ʁeɛɡzamine
réexaminiez	ʁeɛɡzaminje
réexaminions	ʁeɛɡzaminjɔ̃
réexaminons	ʁeɛɡzaminɔ̃
réexaminâmes	ʁeɛɡzaminɑm
réexaminât	ʁeɛɡzaminɑ
réexaminâtes	ʁeɛɡzaminɑt
réexaminèrent	ʁeɛɡzaminɛʁ
réexaminé	ʁeɛɡzamine
réexciter	ʁeɛksite
réexporter	ʁeɛkspɔʁte
réexprimer	ʁeɛkspʁime
réexpédier	ʁeɛkspedje
réfection	ʁefɛksjɔ̃
réfectoire	ʁefɛktwaʁ
réflectif	ʁeflɛktif
réflective	ʁeflɛktiv
réflexe	ʁeflɛks
réflexibilité	ʁeflɛksibilite
réflexible	ʁeflɛksibl
réflexif	ʁeflɛksif
réflexion	ʁeflɛksjɔ̃
réfléchi	ʁefleʃi
réfléchir	ʁefleʃiʁ
réfléchissante	ʁefleʃisɑ̃t
réforma	ʁefɔʁma
réformai	ʁefɔʁme
réformaient	ʁefɔʁmɛ
réformais	ʁefɔʁmɛ
réformait	ʁefɔʁmɛ
réformant	ʁefɔʁmɑ̃
réformas	ʁefɔʁmɑ
réformasse	ʁefɔʁmas
réformassent	ʁefɔʁmas
réformasses	ʁefɔʁmas
réformassiez	ʁefɔʁmasje
réformassions	ʁefɔʁmasjɔ̃
réformation	ʁefɔʁmasjɔ̃
réforment	ʁefɔʁm
réformer	ʁefɔʁme
réformera	ʁefɔʁməʁa
réformerai	ʁefɔʁməʁe
réformeraient	ʁefɔʁməʁɛ
réformerais	ʁefɔʁməʁɛ
réformerait	ʁefɔʁməʁɛ
réformeras	ʁefɔʁməʁɑ
réformerez	ʁefɔʁməʁe
réformeriez	ʁefɔʁməʁje
réformerions	ʁefɔʁməʁjɔ̃
réformerons	ʁefɔʁməʁɔ̃
réformeront	ʁefɔʁməʁɔ̃
réformes	ʁefɔʁm
réformez	ʁefɔʁme
réformiez	ʁefɔʁmje
réformions	ʁefɔʁmjɔ̃
réformons	ʁefɔʁmɔ̃
réformâmes	ʁefɔʁmɑm
réformât	ʁefɔʁmɑ
réformâtes	ʁefɔʁmɑt
réformèrent	ʁefɔʁmɛʁ
réformé	ʁefɔʁme
réfractaire	ʁefʁaktɛʁ
réfractif	ʁefʁaktif
réfractive	ʁefʁaktiv
réfragabilité	ʁefʁaɡabilite
réfragable	ʁefʁaɡabl
réfranger	ʁefʁɑ̃ʒe
réfrangibilité	ʁefʁɑ̃ʒibilite
réfrangible	ʁefʁɑ̃ʒibl
réfrigérateur	ʁefʁiʒeʁatœʁ
réfringent	ʁefʁɛ̃ʒɑ̃
réfringente	ʁefʁɛ̃ʒɑ̃t
réfréner	ʁefʁene
réfugier	ʁefyʒje
réfugié	ʁefyʒje
réfugiée	ʁefyʒje
réfutabilité	ʁefytabilite
réfuter	ʁefyte
référence	ʁefeʁɑ̃s
référenda	ʁefeʁɑ̃da
référenda	ʁefeʁɛ̃da
référendum	ʁefeʁɑ̃dɔm
référendum	ʁefeʁɛ̃dɔm
régal	ʁeɡal
régaler	ʁeɡale
régaline	ʁeɡalin
régate	ʁeɡat
régence	ʁeʒɑ̃s
régences	ʁeʒɑ̃s
régenter	ʁeʒɑ̃te
régie	ʁeʒi
régime	ʁeʒim
régiment	ʁeʒimɑ̃
régine	ʁeʒin
région	ʁeʒjɔ̃
régional	ʁeʒjɔnal
régionale	ʁeʒjɔnal
régionales	ʁeʒjɔnal
régionaux	ʁeʒjɔno
régir	ʁeʒiʁ
régis	ʁeʒis
régisseur	ʁeʒisœʁ
régisseuse	ʁeʒisøz
réglage	ʁeɡlaʒ
réglement	ʁɛɡləmɑ̃
réglementaire	ʁɛɡləmɑ̃tɛʁ
réglementairement	ʁɛɡləmɑ̃tɛʁmɑ̃
réglementation	ʁɛɡləmɑ̃tasjɔ̃
réglementer	ʁɛɡləmɑ̃te
régler	ʁeɡle
réglet	ʁeɡlɛ
réglisse	ʁeɡlis
réglo	ʁeɡlo
régner	ʁeɲe
régolithe	ʁeɡɔlit
régresse	ʁeɡʁɛs
régresser	ʁeɡʁɛse
régression	ʁeɡʁɛsjɔ̃
réguler	ʁeɡyle
régulier	ʁeɡylje
régulièrement	ʁeɡyljɛʁmɑ̃
régurgiter	ʁeɡyʁʒite
régénérez	ʁeʒeneʁe
réhabiliter	ʁeabilite
réhabiliteront	ʁeabilitʁɔ̃
réhabituer	ʁeabitɥe
réhausser	ʁeose
réhydratation	ʁeidʁatasjɔ̃
réhydrater	ʁeidʁate
réification	ʁeifikasjɔ̃
réifier	ʁeifje
réimporter	ʁeɛ̃pɔʁte
réimposer	ʁeɛ̃poze
réimpression	ʁeɛ̃pʁɛsjɔ̃
réimprimer	ʁeɛ̃pʁime
réincarcérer	ʁeɛ̃kaʁseʁe
réindexer	ʁeɛ̃dɛkse
réindustrialisation	ʁeɛ̃dystʁijalizasjɔ̃
réindustrialiser	ʁeɛ̃dystʁijalize
réinitialiser	ʁeinisjalize
réinstalla	ʁeɛ̃stala
réinstallai	ʁeɛ̃stale
réinstallaient	ʁeɛ̃stalɛ
réinstallais	ʁeɛ̃stalɛ
réinstallait	ʁeɛ̃stalɛ
réinstallant	ʁeɛ̃stalɑ̃
réinstallas	ʁeɛ̃stalɑ
réinstallasse	ʁeɛ̃stalas
réinstallassent	ʁeɛ̃stalas
réinstallasses	ʁeɛ̃stalas
réinstallassiez	ʁeɛ̃stalasje
réinstallassions	ʁeɛ̃stalasjɔ̃
réinstalle	ʁeɛ̃stal
réinstallent	ʁeɛ̃stal
réinstallera	ʁeɛ̃stalʁa
réinstallerai	ʁeɛ̃stalʁe
réinstalleraient	ʁeɛ̃stalʁɛ
réinstallerais	ʁeɛ̃stalʁɛ
réinstallerait	ʁeɛ̃stalʁɛ
réinstalleras	ʁeɛ̃stalʁɑ
réinstallerez	ʁeɛ̃stalʁe
réinstalleriez	ʁeɛ̃staləʁje
réinstallerions	ʁeɛ̃staləʁjɔ̃
réinstallerons	ʁeɛ̃stalʁɔ̃
réinstalleront	ʁeɛ̃stalʁɔ̃
réinstalles	ʁeɛ̃stal
réinstallez	ʁeɛ̃stale
réinstalliez	ʁeɛ̃stalje
réinstallions	ʁeɛ̃staljɔ̃
réinstallons	ʁeɛ̃stalɔ̃
réinstallâmes	ʁeɛ̃stalɑm
réinstallât	ʁeɛ̃stalɑ
réinstallâtes	ʁeɛ̃stalɑt
réinstallèrent	ʁeɛ̃stalɛʁ
réinstallé	ʁeɛ̃stale
réinterroger	ʁeɛ̃tɛʁɔʒe
réionisa	ʁejɔniza
réionisai	ʁejɔnize
réionisaient	ʁejɔnizɛ
réionisais	ʁejɔnizɛ
réionisait	ʁejɔnizɛ
réionisant	ʁejɔnizɑ̃
réionisas	ʁejɔnizɑ
réionisasse	ʁejɔnizas
réionisassent	ʁejɔnizas
réionisasses	ʁejɔnizas
réionisassiez	ʁejɔnizasje
réionisassions	ʁejɔnizasjɔ̃
réionisation	ʁejɔnizasjɔ̃
réionise	ʁejɔniz
réionisent	ʁejɔniz
réionisera	ʁejɔnizʁa
réioniserai	ʁejɔnizʁe
réioniseraient	ʁejɔnizʁɛ
réioniserais	ʁejɔnizʁɛ
réioniserait	ʁejɔnizʁɛ
réioniseras	ʁejɔnizʁɑ
réioniserez	ʁejɔnizʁe
réioniseriez	ʁejɔnizəʁje
réioniserions	ʁejɔnizəʁjɔ̃
réioniserons	ʁejɔnizʁɔ̃
réioniseront	ʁejɔnizʁɔ̃
réionises	ʁejɔniz
réionisez	ʁejɔnize
réionisiez	ʁejɔnizje
réionisions	ʁejɔnizjɔ̃
réionisons	ʁejɔnizɔ̃
réionisâmes	ʁejɔnizɑm
réionisât	ʁejɔnizɑ
réionisâtes	ʁejɔnizɑt
réionisèrent	ʁejɔnizɛʁ
réionisé	ʁejɔnize
réislamisa	ʁeislamiza
réislamisai	ʁeislamize
réislamisaient	ʁeislamizɛ
réislamisais	ʁeislamizɛ
réislamisait	ʁeislamizɛ
réislamisant	ʁeislamizɑ̃
réislamisas	ʁeislamizɑ
réislamisasse	ʁeislamizas
réislamisassent	ʁeislamizas
réislamisasses	ʁeislamizas
réislamisassiez	ʁeislamizasje
réislamisassions	ʁeislamizasjɔ̃
réislamise	ʁeislamiz
réislamisent	ʁeislamiz
réislamiser	ʁeislamize
réislamisera	ʁeislamizʁa
réislamiserai	ʁeislamizʁe
réislamiseraient	ʁeislamizʁɛ
réislamiserais	ʁeislamizʁɛ
réislamiserait	ʁeislamizʁɛ
réislamiseras	ʁeislamizʁɑ
réislamiserez	ʁeislamizʁe
réislamiserions	ʁeislamizəʁjɔ̃
réislamiserons	ʁeislamizʁɔ̃
réislamiseront	ʁeislamizʁɔ̃
réislamises	ʁeislamiz
réislamisez	ʁeislamize
réislamisiez	ʁeislamizje
réislamisions	ʁeislamizjɔ̃
réislamisons	ʁeislamizɔ̃
réislamisâmes	ʁeislamizɑm
réislamisât	ʁeislamizɑ
réislamisâtes	ʁeislamizɑt
réislamisèrent	ʁeislamizɛʁ
réislamisé	ʁeislamize
réitérat	ʁeiteʁa
réitérément	ʁeiteʁemɑ̃
réjean	ʁeʒɑ̃
réjoui	ʁeʒwi
réjouir	ʁeʒwiʁ
réjouira	ʁeʒwiʁa
réjouirai	ʁeʒwiʁe
réjouiraient	ʁeʒwiʁɛ
réjouirais	ʁeʒwiʁɛ
réjouirait	ʁeʒwiʁɛ
réjouiras	ʁeʒwiʁɑ
réjouirent	ʁeʒwiʁ
réjouirez	ʁeʒwiʁe
réjouiriez	ʁeʒwiʁje
réjouirions	ʁeʒwiʁjɔ̃
réjouirons	ʁeʒwiʁɔ̃
réjouiront	ʁeʒwiʁɔ̃
réjouis	ʁeʒwi
réjouissaient	ʁeʒwisɛ
réjouissais	ʁeʒwisɛ
réjouissait	ʁeʒwisɛ
réjouissance	ʁeʒwisɑ̃s
réjouissant	ʁeʒwisɑ̃
réjouisse	ʁeʒwis
réjouissent	ʁeʒwis
réjouisses	ʁeʒwis
réjouissez	ʁeʒwise
réjouissiez	ʁeʒwisje
réjouissions	ʁeʒwisjɔ̃
réjouissons	ʁeʒwisɔ̃
réjouit	ʁeʒwi
réjouîmes	ʁeʒwim
réjouît	ʁeʒwi
réjouîtes	ʁeʒwit
rémanence	ʁemanɑ̃s
rémi	ʁemi
rémige	ʁemiʒ
rémois	ʁemwa
rémoulade	ʁemulad
rémunération	ʁemyneʁasjɔ̃
rémunérer	ʁemyneʁe
rémy	ʁemi
rénal	ʁenal
rénover	ʁenɔve
rénumérer	ʁenymeʁe
réoublier	ʁeublije
réouverture	ʁeuvɛʁtyʁ
réoxyder	ʁeɔkside
répandre	ʁepɑ̃dʁ
répandu	ʁepɑ̃dy
réparateur	ʁepaʁatœʁ
réparer	ʁepaʁe
répartie	ʁepaʁti
répartir	ʁepaʁtiʁ
répartition	ʁepaʁtisjɔ̃
répercussion	ʁepɛʁkysjɔ̃
répercuter	ʁepɛʁkyte
répertoire	ʁepɛʁtwaʁ
répit	ʁepi
réplication	ʁeplikasjɔ̃
réplicative	ʁeplikativ
réplique	ʁeplik
répliquer	ʁeplike
réplétion	ʁeplesjɔ̃
répondant	ʁepɔ̃dɑ̃
répondeur	ʁepɔ̃dœʁ
répondre	ʁepɔ̃dʁ
réponds	ʁepɔ̃
réponse	ʁepɔ̃s
répression	ʁepʁɛsjɔ̃
réprimandai	ʁepʁimɑ̃de
réprimandaient	ʁepʁimɑ̃dɛ
réprimandais	ʁepʁimɑ̃dɛ
réprimandait	ʁepʁimɑ̃dɛ
réprimandant	ʁepʁimɑ̃dɑ̃
réprimandas	ʁepʁimɑ̃dɑ
réprimandasse	ʁepʁimɑ̃das
réprimandassent	ʁepʁimɑ̃das
réprimandasses	ʁepʁimɑ̃das
réprimandassiez	ʁepʁimɑ̃dasje
réprimandassions	ʁepʁimɑ̃dasjɔ̃
réprimande	ʁepʁimɑ̃d
réprimandent	ʁepʁimɑ̃d
réprimander	ʁepʁimɑ̃de
réprimandera	ʁepʁimɑ̃dʁa
réprimanderai	ʁepʁimɑ̃dʁe
réprimanderaient	ʁepʁimɑ̃dʁɛ
réprimanderais	ʁepʁimɑ̃dʁɛ
réprimanderait	ʁepʁimɑ̃dʁɛ
réprimanderas	ʁepʁimɑ̃dʁɑ
réprimanderez	ʁepʁimɑ̃dʁe
réprimanderiez	ʁepʁimɑ̃dəʁje
réprimanderions	ʁepʁimɑ̃dəʁjɔ̃
réprimanderons	ʁepʁimɑ̃dʁɔ̃
réprimanderont	ʁepʁimɑ̃dʁɔ̃
réprimandes	ʁepʁimɑ̃d
réprimandez	ʁepʁimɑ̃de
réprimandiez	ʁepʁimɑ̃dje
réprimandions	ʁepʁimɑ̃djɔ̃
réprimandons	ʁepʁimɑ̃dɔ̃
réprimandâmes	ʁepʁimɑ̃dɑm
réprimandât	ʁepʁimɑ̃dɑ
réprimandâtes	ʁepʁimɑ̃dɑt
réprimandèrent	ʁepʁimɑ̃dɛʁ
réprimandé	ʁepʁimɑ̃de
réprimer	ʁepʁime
réprouva	ʁepʁuva
réprouvai	ʁepʁuve
réprouvaient	ʁepʁuvɛ
réprouvais	ʁepʁuvɛ
réprouvait	ʁepʁuvɛ
réprouvant	ʁepʁuvɑ̃
réprouvas	ʁepʁuvɑ
réprouvasse	ʁepʁuvas
réprouvassent	ʁepʁuvas
réprouvasses	ʁepʁuvas
réprouvassiez	ʁepʁuvasje
réprouvassions	ʁepʁuvasjɔ̃
réprouve	ʁepʁuv
réprouvent	ʁepʁuv
réprouver	ʁepʁuve
réprouvera	ʁepʁuvʁa
réprouverai	ʁepʁuvʁe
réprouveraient	ʁepʁuvʁɛ
réprouverais	ʁepʁuvʁɛ
réprouverait	ʁepʁuvʁɛ
réprouveras	ʁepʁuvʁɑ
réprouverez	ʁepʁuvʁe
réprouveriez	ʁepʁuvəʁje
réprouverions	ʁepʁuvəʁjɔ̃
réprouverons	ʁepʁuvʁɔ̃
réprouveront	ʁepʁuvʁɔ̃
réprouves	ʁepʁuv
réprouvez	ʁepʁuve
réprouviez	ʁepʁuvje
réprouvions	ʁepʁuvjɔ̃
réprouvons	ʁepʁuvɔ̃
réprouvâmes	ʁepʁuvɑm
réprouvât	ʁepʁuvɑ
réprouvâtes	ʁepʁuvɑt
réprouvèrent	ʁepʁuvɛʁ
réprouvé	ʁepʁuve
répréhensible	ʁepʁeɑ̃sibl
répréhensiblement	ʁepʁeɑ̃sibləmɑ̃
répréhension	ʁepʁeɑ̃sjɔ̃
républicain	ʁepyblikɛ̃
républicaine	ʁepyblikɛn
républicaines	ʁepyblikɛn
républicains	ʁepyblikɛ̃
république	ʁepyblik
républiques	ʁepyblik
répudiais	ʁepydjɛ
répudiant	ʁepydjɑ̃
répudier	ʁepydje
répudierais	ʁepydiʁɛ
répudions	ʁepydjɔ̃
répudié	ʁepydje
répugna	ʁepyɲa
répugnai	ʁepyɲe
répugnaient	ʁepyɲɛ
répugnais	ʁepyɲɛ
répugnait	ʁepyɲɛ
répugnant	ʁepyɲɑ̃
répugnas	ʁepyɲɑ
répugnasse	ʁepyɲas
répugnassent	ʁepyɲas
répugnasses	ʁepyɲas
répugnassiez	ʁepyɲasje
répugnassions	ʁepyɲasjɔ̃
répugne	ʁepyɲ
répugnent	ʁepyɲ
répugner	ʁepyɲe
répugnera	ʁepyɲəʁa
répugnerai	ʁepyɲəʁe
répugneraient	ʁepyɲəʁe
répugnerais	ʁepyɲəʁe
répugnerait	ʁepyɲəʁe
répugneras	ʁepyɲəʁa
répugnerez	ʁepyɲəʁɔe
répugneriez	ʁepyɲəʁje
répugnerions	ʁepyɲəʁjɔ̃
répugnerons	ʁepyɲəʁɔ̃
répugneront	ʁepyɲəʁɔ̃
répugnes	ʁepyɲ
répugnez	ʁepyɲe
répugniez	ʁepyɲje
répugnions	ʁepyɲjɔ̃
répugnons	ʁepyɲɔ̃
répugnâmes	ʁepyɲɑm
répugnât	ʁepyɲɑ
répugnâtes	ʁepyɲɑt
répugnèrent	ʁepyɲɛʁ
répugné	ʁepyɲe
répulsion	ʁepylsjɔ̃
réputation	ʁepytasjɔ̃
répute	ʁepyt
réputer	ʁepyte
réputes	ʁepyt
réputé	ʁepyte
réputés	ʁepyte
répéter	ʁepete
répéteur	ʁepetœʁ
répétiteur	ʁepetitœʁ
répétitif	ʁepetitif
répétition	ʁepetisjɔ̃
répétitivité	ʁepetitivite
réquisition	ʁekizisjɔ̃
réquisitionna	ʁekizisjɔna
réquisitionnai	ʁekizisjɔne
réquisitionnaient	ʁekizisjɔnɛ
réquisitionnais	ʁekizisjɔnɛ
réquisitionnait	ʁekizisjɔnɛ
réquisitionnant	ʁekizisjɔnɑ̃
réquisitionnas	ʁekizisjɔnɑ
réquisitionnasse	ʁekizisjɔnas
réquisitionnassent	ʁekizisjɔnas
réquisitionnasses	ʁekizisjɔnas
réquisitionnassiez	ʁekizisjɔnasje
réquisitionnassions	ʁekizisjɔnasjɔ̃
réquisitionne	ʁekizisjɔn
réquisitionnent	ʁekizisjɔn
réquisitionner	ʁekizisjɔne
réquisitionnera	ʁekizisjɔnʁa
réquisitionnerai	ʁekizisjɔnʁe
réquisitionneraient	ʁekizisjɔnʁɛ
réquisitionnerais	ʁekizisjɔnʁɛ
réquisitionnerait	ʁekizisjɔnʁɛ
réquisitionneras	ʁekizisjɔnʁɑ
réquisitionnerez	ʁekizisjɔnʁe
réquisitionneriez	ʁekizisjɔnəʁje
réquisitionnerions	ʁekizisjɔnəʁjɔ̃
réquisitionnerons	ʁekizisjɔnʁɔ̃
réquisitionneront	ʁekizisjɔnʁɔ̃
réquisitionnes	ʁekizisjɔn
réquisitionnez	ʁekizisjɔne
réquisitionniez	ʁekizisjɔnje
réquisitionnions	ʁekizisjɔnjɔ̃
réquisitionnons	ʁekizisjɔnɔ̃
réquisitionnâmes	ʁekizisjɔnɑm
